Sensor,Variant,Temp (C),Voltage (V),LSBs Used,Min-Entropy (bits/bit),VN Min-Entropy (bits/bit),VN Input Bits,VN Output Bits,VN Retention Rate,Post-VN One Fraction,SP 800-22 Sub-tests Passed,SP 800-22 Sub-tests Total,SP 800-22 Pass Rate
A5,A,0,3.3,2,0.9008722916676912,0.8915009578730483,20000000,4998032,0.2499016,0.5002631035575602,188,188,1.0
A5,A,0,5.0,2,0.9324952045393134,0.8917768717193005,20000000,5003939,0.25019695,0.4984013594090575,185,188,0.9840425531914894
A5,A,24,3.3,2,0.9160454154358284,0.8780608313792121,20000000,4990295,0.24951475,0.5016993985325516,185,188,0.9840425531914894
A5,A,24,5.0,2,0.9069806667098472,0.8639870661818656,20000000,5005370,0.2502685,0.4998905175841147,186,188,0.9893617021276596
A6,A,0,3.3,2,0.9259225463614714,0.8738403493239937,20000000,4998686,0.2499343,0.4997445328632364,188,188,1.0
A6,A,0,5.0,2,0.922276489506252,0.908972313846986,20000000,4976949,0.24884745,0.4967677989065188,184,188,0.9787234042553192
A6,A,24,3.3,2,0.896116940239824,0.909373875481556,20000000,5010931,0.25054655,0.4993271709388934,188,188,1.0
A6,A,24,5.0,2,0.9143621477929668,0.8891217585293538,20000000,5001846,0.2500923,0.4999960014762549,188,188,1.0
A7,A,0,3.3,2,0.9136332680430032,0.8762977723593854,20000000,4998806,0.2499403,0.4993128359052142,187,188,0.9946808510638298
A7,A,0,5.0,2,0.9104254238277756,0.8946828407374499,20000000,5035072,0.2517536,0.4988308012278672,188,188,1.0
A7,A,24,3.3,2,0.9092054625203698,0.8952366116915184,20000000,5016136,0.2508068,0.5006207965653244,188,188,1.0
A7,A,24,5.0,2,0.9215887419253868,0.9142496083652392,20000000,5006477,0.25032385,0.4990711032927945,188,188,1.0
B1,B,0,3.3,2,0.9226280040588416,0.8598515680176125,20000000,5021151,0.25105755,0.5006585143525857,188,188,1.0
B1,B,0,5.0,2,0.926766522551095,0.9095242692211962,20000000,5000325,0.25001625,0.4996981196222245,188,188,1.0
B1,B,24,3.3,2,0.91206989280342,0.8764317051127838,20000000,5016616,0.2508308,0.5005553544461047,186,188,0.9893617021276596
B1,B,24,5.0,2,0.9180909999954884,0.8888404504882672,20000000,4978975,0.24894875,0.4995263081256684,185,188,0.9840425531914894
B1,B,40,3.3,2,0.8967063950577714,0.8940547175925727,20000000,4990191,0.24950955,0.49669762139365,158,162,0.9753086419753086
B1,B,40,5.0,2,0.8638691755373413,0.8912103613144479,20000000,5008931,0.25044655,0.4981819474055442,184,188,0.9787234042553192
B2,B,0,3.3,2,0.9112262387063842,0.8880397316650638,20000000,5001660,0.250083,0.4999904031861422,188,188,1.0
B2,B,0,5.0,2,0.9038988386500744,0.8722411352244376,20000000,5002958,0.2501479,0.49986108218378,188,188,1.0
B2,B,24,3.3,2,0.92653827530273,0.8681612242794379,20000000,4999763,0.24998815,0.5000315014931708,188,188,1.0
B2,B,24,5.0,2,0.9144577930882356,0.8934225022755989,20000000,5008160,0.250408,0.4997434187406153,188,188,1.0
B2,B,40,3.3,2,0.920380421831212,0.9001349865687218,20000000,5000714,0.2500357,0.4979560918700809,185,188,0.9840425531914894
B2,B,40,5.0,2,0.9372703912387852,0.9006084401320914,20000000,4998880,0.249944,0.5000812181928752,184,188,0.9787234042553192
B3,B,0,3.3,2,0.9323765404730588,0.8757033723649313,20000000,4983859,0.24919295,0.5005482699249718,185,188,0.9840425531914894
B3,B,0,5.0,2,0.9259773096986852,0.8762074622706827,20000000,4997826,0.2498913,0.4999207655488606,188,188,1.0
B3,B,24,3.3,2,0.903323241401388,0.8832236045011417,20000000,4997734,0.2498867,0.5005696581690823,186,188,0.9893617021276596
B3,B,24,5.0,2,0.925193365711896,0.9014868275276344,20000000,5011071,0.25055355,0.50023996866139,188,188,1.0
B3,B,40,3.3,2,0.9099475424796406,0.8841408061721858,20000000,4982789,0.24913945,0.5043424475730359,158,162,0.9753086419753086
B3,B,40,5.0,2,0.9128431786268422,0.8781628323774511,20000000,5016184,0.2508092,0.500309199184081,188,188,1.0
B4,B,0,3.3,2,0.93095094056578,0.927670029172144,20000000,4995260,0.249763,0.5018913930406025,185,188,0.9840425531914894
B4,B,0,5.0,2,0.9263346925115442,0.885483941394308,20000000,5004480,0.250224,0.5001788397595754,188,188,1.0
B4,B,24,3.3,2,0.8888783871485534,0.89219172935984,20000000,4988982,0.2494491,0.4986979307602232,184,188,0.9787234042553192
B4,B,24,5.0,2,0.914951213738605,0.8826389957452364,20000000,5012333,0.25061665,0.4992345879653247,188,188,1.0
B4,B,40,3.3,2,0.909978468117608,0.887140196555764,20000000,4976449,0.24882245,0.5015676841056745,182,188,0.9680851063829788
B4,B,40,5.0,2,0.9092054625203698,0.89379196162056,20000000,4978782,0.2489391,0.4957740668299998,156,162,0.9629629629629628
B5,B,0,3.3,2,0.9096144436528388,0.90105379108352,20000000,4993734,0.2496867,0.5006450083244322,188,188,1.0
B5,B,0,5.0,2,0.9155129445507372,0.9218458815688488,20000000,4986086,0.2493043,0.4990948812355021,184,188,0.9787234042553192
B5,B,24,3.3,2,0.9053493721872558,0.892693034722318,20000000,4996927,0.24984635,0.5026853504163659,184,188,0.9787234042553192
B5,B,24,5.0,2,0.9313159163705704,0.8899590387015065,20000000,4985777,0.24928885,0.5010502876482442,158,162,0.9753086419753086
B6,B,0,3.3,2,0.9137221687579964,0.9285968147036464,20000000,4982797,0.24913985,0.4989882188658298,185,188,0.9840425531914894
B6,B,0,5.0,2,0.9066020152048913,0.87238973046595,20000000,4997925,0.24989625,0.5004422835476723,185,188,0.9840425531914894
B6,B,24,3.3,2,0.8969039859361455,0.905306931846944,20000000,5018060,0.250903,0.5003929805542381,188,188,1.0
B6,B,24,5.0,2,0.921897961456364,0.8812497571667199,20000000,4995700,0.249785,0.5020057249234342,184,188,0.9787234042553192
C1,C,0,3.3,2,0.918421276403802,0.8663354848217087,20000000,5003977,0.25019885,0.5007648916052172,185,188,0.9840425531914894
C1,C,0,5.0,2,0.9145452369369043,0.8918293445431066,20000000,5004700,0.250235,0.49868423681739166,184,188,0.9787234042553191
C1,C,24,3.3,2,0.9053084108076699,0.8854396301910766,20000000,5005997,0.25029985,0.4979979013171602,183,188,0.973404255319149
C1,C,24,5.0,2,0.9163694400192807,0.8743790846750595,20000000,4999002,0.2499501,0.5020466085030572,185,188,0.9840425531914894
C2,C,0,3.3,2,0.9188787861872911,0.8987026850849381,20000000,4997359,0.24986795,0.4990638055020662,188,188,1.0
C2,C,0,5.0,2,0.9205738322324334,0.8781591270944754,20000000,5004295,0.25021475,0.500359391282888,188,188,1.0
C2,C,24,3.3,2,0.9176010810487317,0.8773341790704455,20000000,5001824,0.2500912,0.4998806435412362,187,188,0.9946808510638298
C2,C,24,5.0,2,0.9389071898322692,0.8975002211375663,20000000,5000047,0.25000235,0.5010156904525097,185,188,0.9840425531914894
C2,C,40,3.3,2,0.8989380926184322,0.883443709394301,20000000,5008541,0.25042705,0.5009993928371556,185,188,0.9840425531914894
C2,C,40,5.0,2,0.9363845344627939,0.9070264557888251,20000000,5003670,0.2501835,0.4987073488059764,185,188,0.9840425531914894
C3,C,0,3.3,2,0.9363741352454968,0.8892475617728266,20000000,5000881,0.25004405,0.4988463032813618,157,162,0.9691358024691358
C3,C,0,5.0,2,0.925429405639147,0.863205127883467,20000000,4982476,0.2491238,0.49889532834678985,188,188,1.0
C3,C,24,3.3,2,0.9162520063679186,0.885249082750824,20000000,4994669,0.24973345,0.4987669853597906,185,188,0.9840425531914894
C3,C,24,5.0,2,0.9092054625203698,0.8887195234972999,20000000,5004994,0.2502497,0.4981364613024511,184,188,0.9787234042553191
C4,C,0,3.3,2,0.894438430433016,0.8704767707589789,20000000,4998688,0.2499344,0.49946265900172204,188,188,1.0
C4,C,0,5.0,2,0.9357025205875334,0.9076453796763019,20000000,5001310,0.2500655,0.49932557669890487,183,188,0.973404255319149
C4,C,24,3.3,2,0.8146331555314865,0.8841326918660983,20000000,5002663,0.25013315,0.49893746590565863,185,188,0.9840425531914894
C4,C,24,5.0,2,0.9222754126371243,0.9216950279939901,20000000,5000688,0.2500344,0.5006523102421107,184,188,0.9787234042553191
C5,C,0,3.3,2,0.9222640102298683,0.9057035711959536,20000000,4995962,0.2497981,0.5007718233245169,184,188,0.9787234042553191
C5,C,0,5.0,2,0.9210030503143299,0.9351044586385612,20000000,4997881,0.24989405,0.5010045257179992,184,188,0.9787234042553191
C5,C,24,3.3,2,0.9139222159695445,0.9081390422139491,20000000,5001494,0.2500747,0.49807397549612176,183,188,0.973404255319149
C5,C,24,5.0,2,0.9033957926670527,0.864537163723064,20000000,4996981,0.24984905,0.498964274629021,183,188,0.973404255319149
C6,C,0,3.3,2,0.9405645775489393,0.8749204145931322,20000000,5004560,0.250228,0.4993296113944083,185,188,0.9840425531914894
C6,C,0,5.0,2,0.916720818720306,0.8832953250054211,20000000,5004539,0.25022695,0.499733342072067,185,188,0.9840425531914894
C6,C,24,3.3,2,0.9334558213397229,0.8972528873291895,20000000,5019910,0.2509955,0.4999454173481198,188,188,1.0
C6,C,24,5.0,2,0.9244030704112826,0.9248159450972051,20000000,4985456,0.2492728,0.5027371618564079,184,188,0.9787234042553191
