Sensor,Variant,Temp (C),Voltage (V),Bit Position,Min-Entropy (bits/bit),VN Min-Entropy (bits/bit),VN Input Bits,VN Output Bits,VN Retention Rate,Post-VN One Fraction,SP 800-22 Sub-tests Passed,SP 800-22 Sub-tests Total,SP 800-22 Pass Rate
B3,B,0,5.0,3,0.9032119445201356,0.876254181767845,10000000,2498206,0.2498206,0.4999031304864371,188,188,1.0
B3,B,24,3.3,3,0.8511850095278347,0.8903674689387865,10000000,2496848,0.2496848,0.4994857516356622,188,188,1.0
B3,B,24,5.0,3,0.9128255895393173,0.8506760335274833,10000000,2499725,0.2499725,0.4998113792517177,188,188,1.0
B3,B,40,3.3,3,0.7769107742072161,0.8700398180146997,10000000,2489639,0.2489639,0.5000078324608508,188,188,1.0
B3,B,40,5.0,3,0.83754742230801,0.860261995695735,10000000,2497117,0.2497117,0.5002424796275065,187,188,0.9946808510638298
B4,B,0,3.3,3,0.7193567390665252,0.8695335826622314,10000000,2474917,0.2474917,0.4996777669715792,188,188,1.0
B4,B,0,5.0,3,0.8724197049102956,0.8891822764593736,10000000,2495091,0.2495091,0.4995705567452249,188,188,1.0
B4,B,24,3.3,3,0.3491444998023295,0.8613803722644477,10000000,2030323,0.2030323,0.5004016602284465,185,188,0.9840425531914894
B4,B,24,5.0,3,0.6355964625867815,0.882095910373923,10000000,2412379,0.2412379,0.5001577281181772,188,188,1.0
B4,B,40,3.3,3,0.3153522760197642,0.8697396677611197,10000000,1974196,0.1974196,0.4998612093226812,167,188,0.8882978723404256
B4,B,40,5.0,3,0.4765519717019892,0.7278142557510392,10000000,2377336,0.2377336,0.5001181995309035,93,162,0.5740740740740741
B5,B,0,3.3,3,0.7412730104200554,0.8878572440592843,10000000,2460225,0.2460225,0.4998461522828196,187,188,0.9946808510638298
B5,B,0,5.0,3,0.731357289087086,0.921584236550082,10000000,2470643,0.2470643,0.49996256035372166,188,188,1.0
B5,B,24,3.3,3,0.5864460837488067,0.7975068193493285,10000000,2383090,0.238309,0.5000260166422585,176,188,0.9361702127659576
B5,B,24,5.0,3,0.5640656476023318,0.8622232455209878,10000000,2395471,0.2395471,0.4997259411614668,186,188,0.9893617021276596
B6,B,0,3.3,3,0.6659722437264496,0.884030555519886,10000000,2446024,0.2446024,0.5002440695594156,186,188,0.9893617021276596
B6,B,0,5.0,3,0.7292191837235175,0.87701990980394,10000000,2464409,0.2464409,0.5000833871325742,188,188,1.0
B6,B,24,3.3,3,0.5614080207902192,0.7883714894915068,10000000,2364062,0.2364062,0.500140436249134,176,188,0.9361702127659576
B6,B,24,5.0,3,0.5703419245484279,0.8702567454760946,10000000,2382235,0.2382235,0.5002168132027277,185,188,0.9840425531914894
C1,C,0,3.3,3,0.8649158641712219,0.8813871316757619,10000000,2498081,0.2498081,0.4996659435782907,188,188,1.0
C1,C,0,5.0,3,0.9201835620833734,0.8814692887565573,10000000,2499131,0.2499131,0.4988237911498037,188,188,1.0
C1,C,24,3.3,3,0.8803024245356639,0.8516433615206886,10000000,2499629,0.2499629,0.5003602534616137,187,188,0.9946808510638298
C1,C,24,5.0,3,0.9134269976213448,0.9139760929768643,10000000,2499546,0.2499546,0.4996435352660043,188,188,1.0
C2,C,0,3.3,3,0.2743304276030354,0.6284099316593914,10000000,1927881,0.1927881,0.4993887070830616,59,162,0.3641975308641975
C2,C,0,5.0,3,0.7748404749909438,0.8658442269145928,10000000,2433002,0.2433002,0.5001006986430755,188,188,1.0
C2,C,24,3.3,3,0.4077201457678135,0.7103986726365908,10000000,2245514,0.2245514,0.499027839505788,123,162,0.7592592592592593
C2,C,24,5.0,3,0.6043077127760251,0.8860989770079825,10000000,2271429,0.2271429,0.5003986477235256,187,188,0.9946808510638298
C2,C,40,3.3,3,0.2089026012138272,0.8667523007549591,10000000,1623934,0.1623934,0.5000806683030221,179,188,0.952127659574468
C2,C,40,5.0,3,0.7743887814790068,0.9177762088139508,10000000,2478837,0.2478837,0.5002281311760314,188,188,1.0
C3,C,0,3.3,3,0.4962402820814259,0.8928479103386427,10000000,2349945,0.2349945,0.4999040403073263,185,188,0.9840425531914894
C3,C,0,5.0,3,0.8738643857605463,0.8851755617979241,10000000,2496471,0.2496471,0.4995888195777159,188,188,1.0
C3,C,24,3.3,3,0.5384590145063545,0.8751742831377216,10000000,2383669,0.2383669,0.4997635997279823,187,188,0.9946808510638298
C3,C,24,5.0,3,0.9193113241110454,0.8806726299697049,10000000,2498845,0.2498845,0.49976048934607786,188,188,1.0
C4,C,0,3.3,3,0.4717585907872128,0.902135761452892,10000000,2315359,0.2315359,0.4998900818404403,187,188,0.9946808510638298
C4,C,0,5.0,3,0.8809309029304958,0.9132403384226732,10000000,2499379,0.2499379,0.500136233840486,188,188,1.0
C4,C,24,3.3,3,0.3589938812922559,0.9099748074702174,10000000,2118538,0.2118538,0.4997347227191582,186,188,0.9893617021276596
C4,C,24,5.0,3,0.738019301115397,0.9007854010905804,10000000,2470913,0.2470913,0.4996019689887908,188,188,1.0
C5,C,0,3.3,3,0.5230639931312641,0.8885785901340105,10000000,2380892,0.2380892,0.5000138603514985,187,188,0.9946808510638298
C5,C,0,5.0,3,0.895115940269609,0.891471365585265,10000000,2500132,0.2500132,0.5004583757977579,188,188,1.0
C5,C,24,3.3,3,0.3066175852569445,0.8953288771585671,10000000,2051865,0.2051865,0.5002814512650686,187,188,0.9946808510638298
C5,C,24,5.0,3,0.69075156578079,0.840652880828301,10000000,2453450,0.245345,0.500400252705374,188,188,1.0
C6,C,0,3.3,3,0.656374266441461,0.8629771229431532,10000000,2437194,0.2437194,0.5006372081992653,186,188,0.9893617021276596
C6,C,0,5.0,3,0.8799644045364278,0.8505473708371224,10000000,2498222,0.2498222,0.4995024461396946,188,188,1.0
C6,C,24,3.3,3,0.4050932145510263,0.7341157799510636,10000000,2202260,0.220226,0.5003342021378039,158,188,0.8404255319148937
C6,C,24,5.0,3,0.6368736105995314,0.8971960360676081,10000000,2447970,0.244797,0.499792072615269,187,188,0.9946808510638298
